SampleID	CDKN2A_Copy
7f849ee1-858d-4bb0-8134-b38468d84b81	0
7fc7bf15-43d1-4022-8f2f-77d704d6bbed	0
7fcfe82a-b340-43a4-8347-7a1ce013cc78	0
8063c44e-12d1-4ac3-86d0-6fb4c334bf53	0
81cc2cf4-628e-4f3e-bf23-ea65f035a2ce	0
8205f9fb-bb24-421f-a702-57838bc2497d	0
82475b9b-a667-4998-ae31-0cd4ac0db69a	0
825bacb0-f35d-4769-b025-754d55f33a6e	0
82c404f7-383c-43f1-b692-2306ea07c1e8	0
84820fba-de94-4d04-af73-d66323ec7d46	0
86d854c8-1bd2-402f-b953-0b67bf516c21	0
8705d07c-5bd6-4f73-b085-f16005e75fda	0
8728da0d-5ce9-4ad5-8b99-0e80677b08da	0
87ec090c-dbef-4cdd-b3dd-52a0f754e9d1	0
8837e57b-ce83-4f94-a32f-c144c58d4046	0
889f677e-792d-4bbc-a2cb-532ecba28ed7	0
894c3141-e5b7-45c9-a5e9-3f4cbeba11b9	0
89969f5f-c859-4d1d-82d2-5fc344aa8681	0
89b6b046-29bd-4254-a463-907345724224	0
89f12256-46ec-4218-a8c5-455873948bbb	0
8a5c5a14-e085-4c18-8b5e-6aef6bbdf2d8	0
8b007657-c8e0-44d6-ac03-1ceeea9dc7aa	0
8b0c7264-54e2-4629-8831-0c3b03024891	0
8d9837b7-02a9-4821-b29d-fc51f24ca556	0
8ecc853e-2bfb-4ce1-92d7-1defae64467e	0
8ed84102-0b78-4dfe-ac15-1878214d7c24	0
8f59cfee-4724-4fec-a257-0660fc5de56e	0
8f9df230-6714-4a5a-b51e-e13a0aefe505	0
906876ec-e07d-45fe-8b99-fcae39a2d1e4	0
9100280e-71c1-4ccd-b8d1-e16c49471b79	0
91cbee2f-0910-45a5-8476-63877c666910	0
926dfb57-e3e0-48a6-88bd-d98e7945d96f	0
93183bd8-2c7a-4f2a-ad21-1afe9ebf1f4f	0
95da6879-d8ab-4ddc-90b8-5abd01beff8e	0
9605d21e-754d-4383-94fb-6ae7e818bb0e	0
962f1895-a6c2-4a17-8c09-88bf3bb57348	0
9752f91b-774c-414a-9f1d-dd0bce991893	0
977493e2-75f6-4c3e-a9a1-336d80bd377f	0
98e92baa-63ba-490c-8285-e3cad7fe6b3f	0
994c7e7d-c120-4d32-b001-b4e2bc091484	0
9aca8941-7fb6-4cf3-8cfe-aa20c1ae2542	0
9b793c19-29ac-4aa0-b5a7-4a34521472ae	0
9cfe6fee-b1a5-4251-8afd-125b70881afc	0
9d02c84b-43d9-489a-a2c6-66c0ead765c6	0
9d19b8e9-1417-422e-b1f6-6ac5c5743c74	0
9e7b420e-6db9-4531-81fd-a3f7cc0e7d7a	0
9ebd2ac5-b8e6-45c7-b7fb-abb5d36838ea	0
9ed93086-a0ef-4aa5-8ebb-b624476c8683	0
9f3b11a3-8f39-4565-8949-ca918925166e	0
9fae0bfc-222c-4a87-a874-62eb1aa186e0	0
a0393199-8162-4cd8-9427-c2ee2f9b3596	0
a1dc5ba1-6fac-48db-b038-b7e2ff38ef2c	0
a3f06472-ae7b-49ca-88ae-24dad81959c0	0
a49dcd10-1c2a-400f-8197-490b0fb1bc64	0
a5242969-19a0-4b22-8f90-ea68fa2923b3	0
a589e782-0917-4cce-8306-265e31472555	0
a5e5f768-37b7-42fb-951a-f24023ec7858	0
a693b35a-57a9-4362-adfe-216037ebbb94	0
a6ab983c-9d8b-4120-8bcd-491108764a9f	0
a7566c50-ecfd-4c07-bbe5-58f60642140d	0
a7eba411-9fee-401e-b5cb-744fb8be258b	0
a8915e5d-a9a9-4b5f-96f8-cc5f346035ab	0
a983282f-5ae8-4ef1-94f2-a8d6bd8806f9	0
a9e6bc67-58a6-4ee7-babb-cc1869bbefef	0
aa20b842-43ff-4e08-9613-b9b2ee24fae7	0
aae94ff9-0044-4c8a-ae95-6c08c4344e0b	0
ab33ae4c-9823-4b07-91e4-4adad5384be0	0
ab365346-3090-4b2d-a6d1-afc7fb30fb7a	0
aca644cd-aed6-4f73-bf45-825cc8153a72	0
ae931f34-c320-41f6-ac17-e58dc5652926	0
ae95fe36-6780-4456-ae53-3b712fc974be	0
aeea65f0-d517-4e72-b5ca-ce0ca7b5b20b	0
af7411da-3825-4dab-9fff-b986524fbc5f	0
b0347788-9132-4fb0-9a54-2e4ee299f44d	0
b32b07ec-5c18-4bc2-947b-96315e7555e4	0
b33a9fd2-285b-4eac-85dc-418a3964b638	0
b3625dec-f27a-4f7d-a773-00f4ca5d8caa	0
b3bc6010-2703-4ac9-9aa6-8e032336cd5f	0
b494a4da-c7b9-4dd8-b643-3387183855d5	0
b499597d-214a-4460-91aa-b014357c81f2	0
b4d3a774-0c02-4466-9fbd-2b2ec6e4d15e	0
b4e5e4ec-de14-43e7-9bd1-72b0a8dc2ad5	0
b5cd735c-a6d2-43e1-a3d6-f1da7e9943a7	0
b66250b8-2b3c-4630-982e-e35424b0ab56	0
b879c67e-871d-47ac-8fb3-ad6b68dd3bf4	0
b900fc84-2874-43d3-99b6-d82cfd49163f	0
b90c1426-ac33-4428-ad55-c352ce23de68	0
b987712c-a584-463e-929d-eefe3c21b2fb	0
baf058ea-e6e4-40c1-a0f4-52f4e674f6ed	0
bb015581-a10f-4dfd-876d-b58ca821153f	0
bb041d51-b65b-4295-8b62-aac21d5f2010	0
bb6b1b07-5777-49e6-bf9e-915d866c3d4e	0
bd70aefc-72ed-4edb-8210-758205587851	0
be42f60c-ffdd-4844-b8cc-5aefcc7b5e58	0
bf57c73d-6b7a-4acc-80bc-0250fec46fc5	0
bf807e52-af60-4284-824a-caa2940852e6	0
c175ed61-582e-482a-a242-fb748b4380e4	0
c1e63a32-7fed-460a-abe5-77847624dc41	0
c3955ab8-9fde-42ef-86c6-67d405205b6d	0
c40fccbe-8613-4bce-ae90-1fb42697425b	0
c4166a82-bc7a-425a-9be8-4a5ce0198743	0
c41fa2ba-88f6-4f8c-be75-065f1bf33c08	0
c4289714-d87a-4db7-a3dd-4aa471c5de2f	0
c55e4541-b8a8-4ee7-9ed3-7a8b8e3267b9	0
c62ae6ce-c9c0-4c1d-a1a1-ea29cb7c4ec2	0
c6df3419-853c-4dd5-92a1-b45b4ade8792	0
c787f362-7478-4f3f-afdf-2523cf037026	0
c7c731bb-c611-431d-a9ca-94f6f70c661f	0
c9063277-f87f-4614-8936-4ad105ed2054	0
ca26abe0-489e-4f02-befa-64bf3c119110	0
cc3673ac-7be5-4529-a279-713f7ea09c07	0
ccffa7d2-50eb-4290-8d5d-477e0af55753	0
ce6980e4-d187-40e1-aba2-fc8d683f948c	0
d09510c8-d600-4df1-90b0-6d3e13d12330	0
d1671c94-9177-4ebb-8642-d11a2fe1e533	0
d2b46e47-55ea-477f-b22c-83cd22e96b4d	0
d33e19ad-cfac-46df-a05a-aab91ce99682	0
d41a5696-b136-4907-b564-0743118e5739	0
d4bbae5a-d27f-4bb9-b6d6-2eb6d50d801d	0
d501290e-66e1-47bf-a489-2d1fe1a95370	0
d7a03463-b4ee-4ac4-adee-3ce5e686bd3e	0
d87f158f-f69a-440e-accb-c4239ef102c3	0
d97d1cdf-1408-4ebb-81e0-8c3f99be73dc	0
d9f1ad34-606e-47e0-9532-9a9206681894	0
da316bd2-3470-4637-96e4-c727c9c5a92a	0
da7f7ced-2501-4620-8e77-028f0dfb29e9	0
da84d7be-a4ea-469c-a653-d5ca838cb8ce	0
dd419a70-7b6d-4e37-b2da-bfe535235929	0
de1cd9e0-fa21-49e1-842b-60ea9737ef05	0
df4bcadc-c95a-4f8d-9889-ca4ad376916d	0
e057cfd5-f550-450e-9e37-3cd780b70074	0
e20ed30d-e287-43bd-a6ce-a36f3f965aaa	0
e2187d76-a068-4516-88d7-876f60f2ec44	0
e2bb4aa4-cd37-4e49-b057-d3596710ee4b	0
e3303694-ad91-4325-aaca-504f13db6f63	0
e37afbb9-ce39-455b-8ab7-0fb125bc35e8	0
e3bc78b9-c913-48be-b31a-247f5881b639	0
e4e4fdc5-b7b2-4d59-8a58-8e8abffce428	0
e4e8d93e-ecf4-41af-ac46-7728e30fc6f1	0
e7a1bb04-cab7-47c1-9160-1dbd51ed7c1e	0
e8b4b47d-602d-44b5-a1ab-9385fcc46f71	0
e9837d9b-dc66-4815-8544-79a238c6c79d	0
ea681ae4-7f7b-4fa1-a262-09d78051ae50	0
ea8ad776-bfa0-4b98-87be-4685fc752999	0
eaa89941-17da-43a2-8b6b-bfffd07caab0	0
eb316cc6-71a5-475b-b551-b15c02fb6a23	0
ec22a2eb-3e52-4f90-b99f-c915a428ffbf	0
ec623dba-76c4-44c0-a412-0bc96bf9f050	0
ecc2af83-feb7-4779-91de-1253c49ec00d	0
eef40221-6a1e-4c8e-9278-05b2bfc84ea1	0
f02dea67-f0f7-4dee-b8e1-2383402d3cb3	0
f12eb8a1-3438-4137-b41f-b5d5131637a2	0
f1737732-0264-43d7-9ae4-6e43ac45484b	0
f217838e-ff97-434b-b4ac-e035d3994e76	0
f3d79d86-7a7c-4855-92c6-114252d6ee5c	0
f4af61ce-7582-4c9f-88b6-9a8b77183559	0
f4bd34ac-c7bf-4801-ad76-2a2e0e6f4a3a	0
f69e786a-a55b-4c33-8b8e-a547df60872f	0
f778fd22-3017-4a42-b990-a3dc10857ba4	0
f88de14a-4a79-4986-8374-6a5ba2f351a7	0
f8bd23f1-a219-426b-af56-b151b0a80f61	0
f9200853-e03b-4564-abb1-17a99f5a4a11	0
fb1a90f4-8d3d-4f7f-97a8-7f730a0ceb8a	0
fd1fd8a0-c850-40b3-9e32-75ab751467ee	0
fd27e894-6ee5-40b4-a2c2-42cb6f23b6ab	0
fdbf1ce8-b704-4418-8473-ab90b36effb7	0
fe1f7def-df39-419c-9268-f8553141f6c0	0
ff10ef36-b5b3-4537-ab86-164ddf184e42	0
